,city,country,name,street,tel_number,website,zip_code,
5169,Bucheon-City,"Korea, Republic of","Robotro Co., Ltd.","401-1302-1, Bucheon Technopark655, Pyeongcheon-RoYakdae-dong, Wonmi-gu",+82 70 82244100,http://www.robotro.com,14502,
5170,Guangzhou,China,"Guangzhou Robustel TechnologiesCo., Ltd","3rd Floor, Building F, Kehui ParkNo. 95 Daguan Road,Tianhe District",+86 20 29019902,http://www.robustel.com,510663,
5171,"Milwaukee,",United States of America,"Rockwell Automation, Inc.",1201 South Second Street,+1 414 3822000,http://www.rockwellautomation.com,,
5172,Diegem,Belgium,Rockwell Automation NV,Pegasus ParkDe Kleetlaan 12 A,+32 2 7168411,http://www.rockwellautomation.be,1831,
5173,Düsseldorf,Germany,Rockwell Automation GmbH,Parsevalstr. 11,+49 211 41553 0,http://www.rockwellautomation.de,40468,
5174,Sofia,Bulgaria,ROCON TRADE PLC,21 Vek Str. 56A,+359 2 962 2394,http://www.roconbg.com,1700,
5175,Kranj,Slovenia,RODEX d.o.o.,Ljubljanska 24a,+386 4280 988 0,http://www.rodex.eu,4000,
5176,Eschweiler,Germany,Rodriguez GmbH,Ernst-Abbe-Str. 20,+49 2403 780 0,http://www.rodriguez.de,52249,
5177,Sonthofen,Germany,Dr. Werner Röhrs GmbH & Co. KG,Oberstdorfer Str. 11-15,+49 8321 614 0,http://www.roehrs.de,87527,
5178,Untermerzbach,Germany,Rösler Oberflächentechnik GmbH,Vorstadt 1,+49 9533 924 0,http://www.rosler.com,96190,
5179,LN,Netherlands,Roestvrijstaalindustrie Geton B.V.,De Run 4314,+31 40 2941941,http://www.geton.nl,5503,
5180,Werdohl,Germany,Rötelmann GmbH,In der Lacke 10,+49 2392 9191 0,http://www.roetelmann.de,58791,
5181,Nörten-Hardenberg,Germany,ROHDE AG,Industriestr. 9,+49 5503 9860 0,http://www.rohde-technics.com,37176,
5182,München,Germany,Rohde & Schwarz CybersecurityGmbH,Mühldorfstr. 15,+49 89 4129 0,http://cybersecurity.rohde-schwarz.com,81671,
5183,Szamotuly,Poland,ROLF sp. z o.o.,ul. Wiosny Ludow 25,+48 61 29296 90,http://www.rolf.pl,64-500,
5184,Düsseldorf,Germany,ROLLON GmbHLineartechnik,Bonner Str. 317-319,+49 211 95747 0,http://www.rollon.de,40589,
5185,Egliswil,Switzerland,ROLLSTAR AGMaschinenfabrik,Schlattweg 2,+41 62 76980 40,http://www.rollstar.com,5704,
5186,Shenzhen,China,"Romer Environmental Protection(Shenzhen) Co., Ltd.",1st120 Peking University FounderShiyan Science Park,+86 755 86219380,http://www.romertech.com,518108,
5187,Wolpertshausen,Germany,ROMET GmbHWolfgang Leitlein,Birkichstr. 25,+49 7904 94291 0,http://www.leitlein-romet.de,74549,
5188,BR,Netherlands,Romit B.V.,Rollepaal 1,+31 523 624501,http://www.romit.nl,7701,
5189,Remshalden,Germany,Rommel Präzisionsteile GmbH,Am Kelterwiesenbach 15,+49 7151 97990 0,http://www.rommel-net.de,73630,
5190,Weihai,China,"Rongcheng Rongjia Power Co., Ltd",No.699 South Liming RoadShangDong,+86 631 7517998,http://www.rongjia.com.cn,264300,
5191,Oliveira,Portugal,"S. Roque - Máquinas eTecnologias Laser, S.A.",Rua das Ribes 400,+351 252 980140,http://www.roqlaser.com,4765-774,
5192,Oliveira,Portugal,"S. Roque - Máquinas eTecnologias Laser, S.A.",Rua das Ribes 400,+351 252 980140,http://www.roqlaser.com,4765-774,
5193,Porta,Germany,ROSE Systemtechnik GmbH,Erbeweg 13-15,+49 571 5041 0,http://www.rose-pw.de,32457,
5194,Augsburg,Germany,Rosenberger-OSI GmbH &Co. OHG,Endorferstr. 6,+49 821 24924 0,http://www.rosenberger.com/osi,86167,
5195,Hunzenschwil,Switzerland,ROSTA AG,Hauptstr. 58,+41 62 88904 00,http://www.rosta.com,5502,
5196,Bangalore,India,Rotary Electronics Pvt. Ltd.,"No.18, 5th Cross, 4th Stage,West Of Chord Road, Industrial Town,",+91 80 23358250,http://www.rotaryelectronics.com,,
5197,Dortmund,Germany,roTeg AG,Brennaborstr. 54,+49 231 725795 0,http://www.roteg.de,44149,
5198,Nürnberg,Germany,Roth GmbH + Co. KG,Andernacher Str. 14,+49 911 99521 0,http://www.roth-ing.de,90411,
5199,Biedenkopf,Germany,Roth Hydraulics GmbH,Lahnstr. 34,+49 6461 933 0,http://www.roth-hydraulics.de,35216,
5200,Mönchengladbach,Germany,Walter RothermundtGmbH & Co.KG,Am Tannenbaum 2,+49 2161 69462 0,http://www.rothermundt.de,41066,
5201,Germering,Germany,ROTORCOMP VERDICHTER GmbH,Industriestr. 9,+49 89 72409 0,http://www.rotorcomp.de,82110,
5202,Orio,Italy,Rotork Instruments Italy S.r.l.,Via Portico 17,+39 035 451161,http://www.rotork.com,24050,
5203,Graz,Austria,Rouge H2 Engineering GmbH,Reininghausstr. 13,+43 316 375007,http://www.rgh2.com,8020,
5204,Nanjing,China,"Roytek & 3X MotionTechnologies Co., Ltd.","211, Building 3155 Longpan RoadZijin Lianhe Square",+86 25 85580921,http://www.3xmotion.com,210042,
5205,Tomaszow,Poland,Roztocze Z.U.P Roman Rak,Roztocze 18,+48 84 6643501,http://www.roztocze.eu,22-600,
5206,Minsk,Belarus,BelServoDrive Ltd.,"Floor 6, ul. Olshevskogo 20/11",+375 29 7511342,http://www.rozum.com,220072,
5207,Parma,Italy,RP Santini Srl,Via Mario Fantelli 6/A,+39 0521 272823,http://www.rpsantini.com,43122,
5208,Legnago,Italy,RPS S.p.A.,Viale Europa 7,+39 0442 635811,http://www.riello-ups.com,37045,
5209,Rodgau,Germany,RP-Technik GmbH,Hermann-Staudinger-Str. 10-16,+49 6106 6602 80,http://www.rptechnik.de,63110,
5210,Sissach,Switzerland,R&S, International Holding AG,Reuslistr. 32,+41 61 9763 418,http://www.raustoc.ch,4450
5211,Bocholt,Germany,R+S Technik GmbH,Frankenstrasse 30,+49 2871 3106 0,http://www.rstechnik.de,46395,
5212,Wallenhorst,Germany,RST Rabe-System-Technikund Vertriebs-GmbH,Otto-Lilienthal-Str. 19,+49 5407 8766 0,http://www.rst.eu,49134,
5213,Marignier,France,R-TECH SAS,186 Rue De La Precision,+33 4 50341484,http://www.r-tech.pro,74970,
5214,Pinto,Spain,"RTR ENERGIA, S.L.","11 Bis, Pol. Ind. Pinto-EstacionC/ Gavilanes",+34 91 691 6612,http://www.rtr.es,28320,
5215,Moscow,Russian Federation,"RTSoft, AO",Nikitinskaya str. 3,+7 495 9671505,NaN,105037,
5216,Ismaning,Germany,RTSoft GmbH,Gutenbergstr. 2,+49 89 370058 400,http://www.rtsoft.de,85737,
5217,Gulbene,Latvia,Rubate metal SIA,Balozu Iela 4,+371 644 30377,http://www.rubate.lv,LV-4401,
5218,Karachi,Pakistan,Rubatech Manufacturing Co. Pvt. Ltd,"Plot 94, Sector 15,Korangi Industrial Area",+92 21 5050092,http://www.rubatech.com,74200,
5219,Kaunas,Lithuania,"Rubedo sistemos, UAB",K.Barsausko g. 59b,+370 37 220280,http://www.rubedos.com,51423,
5220,Halle,Germany,rubicon automation GmbH,Hans-Dittmar-Str. 3,+49 345 68241890,http://www.rubicon-automation.de,6118,
5221,Charquemont,France,RUBIS PRECIS,18 rue de Besancon,+33 381 682727,http://www.rubis-precis.com,25140,
5222,Korb,Germany,Ruckh GmbHElektromotorenbau,Boschstr. 3-5,+49 7151 20549 0,http://www.ruckh-motor.de,71404,
5223,Wels,Austria,RÜBIG GmbH & Co. KG,Schafwiesenstr. 56,+43 7242 293830,http://www.rubig.com,4600,
5224,Stahnsdorf,Germany,Paul Rüster & Co. GmbH,Dorfplatz 11,+49 3329 612480,http://www.temperatur-berlin.de,14532,
5225,Mülheim,Germany,Ruhrgetriebe KG,Am Förderturm 29,+49 208 780680,http://www.ruhrgetriebe.de,45472,
5226,Bochum,Germany,Ruhrsource GmbH,Stresemannstraße 13,+49 2327 604831 0,https://www.ruhrsource.com,44866,
5227,Hangzhou,China,Ruian Forging Industry Co.,No.1508 Tianyi Plaza No.829 Gudun Road,+86 571 85220536,http://www.shkai.com,310030,
5228,Ruian,China,Ruian Jiulong Fasteners Factory,"72 Longxiang Industrial ZoneChangqiao, Tangxia",+86 577 65263340,http://www.ruianjiulong.com,325205,
5229,Barlad,Romania,RULMENTI SA,Republicii Street 320,+40 23 5412120,http://www.urbgroup.com,731108,
5230,Salzkotten,Germany,RUMP STRAHLANLAGENGmbH & Co. KG,Berglar 27,+49 5258 508 0,http://www.rump-oft.de,33154,
5231,Rajkot,India,Rupkala Engineers Pvt. Ltd.,Plot G-1313 Road ILodhika G.I.D.C Vill Metoda,+91 2827 287 998,http://www.rupkalaengineers.com,,
5232,Bad,Germany,Gerhard W. Ruppel Hydraulik,Südstr. 2,+49 5042 932210,http://www.ruppel-group.de,31848,
5233,Jamnagar,India,Rushabh Brass Products,"B 403 Spring Heights2, Patel Colony, Road No.4",+91 288 2562289,http://www.jaingroupindia.in,,
5234,Moscow,Russian Federation,Russian Export Center JSC,Ent. 9Krasnopresnenskaya Nab 12,+7 495 9374747,http://www.exportcenter.ru,123610,
5235,Moscow,Russian Federation,Russian Export Center JSC,Ent. 9Krasnopresnenskaya Nab 12,+7 495 9374747,http://www.exportcenter.ru,123610,
5236,Moscow,Russian Federation,Russian Export Center JSC,Ent. 9Krasnopresnenskaya Nab 12,+7 495 9374747,http://www.exportcenter.ru,123610,
5237,Moscow,Russian Federation,Russian Export Center JSC,Ent. 9Krasnopresnenskaya Nab 12,+7 495 9374747,http://www.exportcenter.ru,123610,
5238,Moscow,Russian Federation,Russian Export Center JSC,Ent. 9Krasnopresnenskaya Nab 12,+7 495 9374747,http://www.exportcenter.ru,123610,
5239,Moscow,Russian Federation,Russian Export Center JSC,Ent. 9Krasnopresnenskaya Nab 12,+7 495 9374747,http://www.exportcenter.ru,123610,
5240,Ispringen,Germany,RUTRONIKElektronische Bauelemente GmbH,Industriestr. 2,+49 7231 801 0,http://www.rutronik.com,75228,
5241,Melle,Germany,RUWAC Industriesauger GmbH,Westhoyeler Str. 25,+49 5226 9830 0,http://www.ruwac.de,49328,
5242,Riba-,Spain,"Ruymar Derivados del Caucho, S.L.",Calle I - Pol. Ind. El Oliveral III,+34 961668870,http://www.ruymar.com,46190,
5243,Klingenberg,Germany,R+W Antriebselemente GmbH,Alexander-Wiegand-Str. 8,+49 9372 9864 0,http://www.rw-kupplungen.de,63911,
5244,Eisenhüttenstadt,Germany,Stadt Eisenhüttenstadt,Zentraler Platz 1,+49 3364 566 0,http://www.eisenhuettenstadt.de,15890,
5245,Aachen,Germany,Rheinisch-Westfälischen TechnischeHochschule RWTH AachenExcellenzcluster - IntegrativeProduktionstechn. f. Hochlohnländer,Steinbachstr. 19,+49 241 827590,http://www.proteca.rwth-aachen.de,52074,
5246,Aachen,Germany,Rheinisch-Westfälischen TechnischeHochschule (RWTH) AachenInstitut für fluidtechnischeAntriebe und Steuerungen (IFAS),Steinbachstr. 53,+49 241 80 27512,http://www.ifas.rwth-aachen.de,52074,
5247,23,Sweden,AB Ernst Hj. RydahlBromsbandfabrik,Brisgatan 19,+46 10 55094 00,http://www.rydahls.com,652,
5248,Berlin,Germany,R3-Reliable Realtime RadioCommunications GmbH,"CHIC, 3rd floorBismarckstr. 10-12",+49 174 178 9242,http://www.r3coms.com,10625,
5249,Bühl,Germany,SABO mobile IT GmbH,Engelstr. 6,+49 7227 4946,http://www.sabo-gmbh.de,77815,
5250,Claye,France,SACATEC S. A.,"71, rue de VoisinsCedex",+33 1 60262563,http://www.sacatec.fr,77410,
5251,Shirakawa-City,Japan,SACRA-TECH CORPORATION,250 Ookurayami,+81 248 282126,http://www.sacra-tech.co.jp,,
5252,Seynod,France,SadevGroup SAS,2 Allée des faisansZI de Vovray,+33 4 503370 30,http://www.sadevteq.com,74600,
5253,Dresden,Germany,Sächsische EnergieagenturSAENA GmbH,Pirnaische Str. 9,+49 351 4910 3179,http://www.saena.de,1069,
5254,Icheon-Si,"Korea, Republic of",SAEHAN ELECTRONICS CO..LTD.,"Sina-Ro, Buval-Eup 124Buval-Up",+82 31 6368145,http://www.shmotor.co.kr,17333,
5255,Karatay,Turkey,Ali Safak Döküm OtomotivTasimacilik Makine San.ve Tic. Ltd. Sti.,Haci Yusuf Mescit Mah. Efsaneli Sok No:1,+90 332 4000080,http://www.alisafakdokum.com.tr,42030,
5256,Cigli,Turkey,Safak Döküm Makina ParcaSan. ve Tic. A.S.,Balatcik Mah. 1671/1 Sok. No:1109,+90 232 3291430,http://www.safakdokum.com,35620,
5257,Ümraniye,Turkey,Safak Elektrik Malz. Tic. ve San. A.S.,"Serifali Mah., Beyan Sokak. No:24",+90 216 4447735,http://www.safakelektrik.com.tr,34775,
5258,Ludhiana,India,M/s Safe Engineering,1686 Focal Point,+91 161 2670221,http://www.safe-parts.com,,
5259,68,Sweden,AB Sundplast,Stenbrovägen 46,+46 42383900,http://www.safecap.eu,253,
5260,Tampere,Finland,Safeplast AG,Suonsivunkatu 14,+358 3 3525 911,http://www.safeplast.fi,33420,
5261,Langen,Germany,SAG GmbH,Pittlerstr. 44,+49 6103 4858 0,http://www.sag.eu,63225,
5262,Taichung,Taiwan,SAG Securitag Assembly GroupCo. Ltd.,"No. 1, Gongye 9th Rd.,Dali District,",+886 4 24925298,http://www.sag.com.tw,41280,
5263,Freiburg,Germany,S.A.G. Solar GmbH & Co. KG,Sasbacher Str. 5,+49 761 4770 412,http://www.sagsolar.com,79111,
5264,Ilshofen,Germany,Sager+Mack GmbH,Max-Eyth-Str. 13/17,+49 7904 9715 0,http://www.sager-mack.com,74532,
5265,Ümraniye,Turkey,Sahra Kablo San. Tic. A.S.,Saray Mah. Ahmet Tevfik Ileri Cad. No:16,+90 216 6341023,http://www.sahracable.com,34768,
5266,Opera,Italy,SAIP S.R.L.,Via Lambro 23-25-27,+39 02 57603913,http://www.saip.it,20090,
5267,Gujranwala,Pakistan,Sajid Brothers EngineeringIndustries (Pvt) Ltd.,"600 meters G.T. Road, Rajbah,Awais Qarni RoadGhulam Mohammad Town",+92 55 3843875,http://www.sajidbros.com,52250,
5268,Möglingen,Germany,USU Software AG,Spitalhof,+49 7141 4867 0,http://www.usu.de,71696,
5269,Slupno,Poland,SAKS-POL Spolka Jawna,ul. Ceglana 11,+48 22 7993548,http://www.sakspol.pl,05-250,
5270,Warsaw,Poland,Sales Desk PolenInh. Patrycja Kosta,Piaskowa 4,+48 22 50 14631,http://www.salesdesk.pl,01-067,
5271,München,Germany,salesforce.com Germany GmbH,Erika-Mann-Str. 63,+49 800 1822338,http://www.salesforce.com,80636,
5272,St.,Spain,Salicru S.A.,Avenida de la Serra 100,+34 093 8482400,http://www.salicru.com,8461,
5273,Bonn,Germany,SALOODO! GmbH,Johanniterstr. 1,+49 228 18293382,http://www.saloodo.com,53113,
5274,Osnabrück,Germany,SALT AND PEPPER SoftwareGmbH & Co. KG,Kaffee-Partner-Allee 5,+49 541 999646 0,http://www.salt-and-pepper.eu,49090,
5275,Würzburg,Germany,SALT Solutions AG,Schürerstr. 5a,+49 931 46086 2400,http://www.salt-solutions.de,97080,
5276,Würzburg,Germany,SALT Solutions AG,Schürerstr. 5a,+49 931 46086 2400,http://www.salt-solutions.de,97080,
5277,7,Czech Republic,SALTEK s.r.o.,Drazdanska 85,+420 47 5655 11,http://www.saltek.eu,400,
5278,Salzgitter,Germany,Salzgitter AG,Eisenhüttenstr. 99,+49 5341 21 01,http://www.salzgitter-ag.de,38239,
5279,Saalfeld,Germany,Samag Saalfelder Werkzeug-maschinen GmbH,Hüttenstr. 21,+49 3671 585 0,http://www.samag.de,7318,
5280,Jamnagar,India,Samanjas Udyog Pvt. Ltd.,A-21 M.P. Shah Industrial Estate,+91 288 2553318,http://www.samanjas.com,,
5281,Daegu,"Korea, Republic of","Samick Precision Ind. Co., Ltd.","Seongseogongdannam-Ro, 32-Gil 39Dalseo-Gu",+82 53 6667100,http://www.samickco.co.kr,42721,
5282,Seoul,"Korea, Republic of","Samik electronics IND.CO.,LTD",8fGangnam-Daero 560Gangnam-Gu,+82 2 510 2000,http://www.samikdisplay.co.kr,6044,
5283,Bentivoglio,Italy,Sampingranaggi S.r.l.,"Via Saliceto, 15",+39 051 6319411,http://www.sampingranaggi.com,40010,
5284,Hannover,Germany,PROSTEP AG,Karl-Wiechert-Allee 72,+49 511 540 58-0,http://www.sampl-3d.de,30625,
5285,Frankfurt,Germany,SAMSON AG,Weismüllerstr. 3,+49 69 4009 0,http://www.samson.de,60314,
5286,Frankfurt,Germany,SAMSON AG,Weismüllerstr. 3,+49 69 4009 0,http://www.samson.de,60314,
5287,Galle,Sri Lanka,Samson Compounds Pvt. Ltd.,D Samson Rajapaksa MawathaBataduwa,+94 91 22 34597,http://www.samsoncompounds.com,80000,
5288,Oshtorjan,"Iran, Islamic Republic of",Sanat Mansoor Co.,#789th,+98 31 3758 2169,http://www.smansoor.com,8465114539,
5289,Yingtan,China,"Sanchuan Wisdom TechnologyCo.,Ltd.",Longgang Section,+86 701 6318035,http://www.ytsanchuan.com,335000,
5290,Bucheon,"Korea, Republic of","Sangchon International Co., Ltd.","424, Gilju-Ro No. 1",+82 32 6671503,NaN,14555,
5291,Sanhe,China,"Sanhe Keda PowderMetallurgy Co.,Ltd",Huifu RoadYanjiao Develpoment Zone,+86 316 3332315,NaN,65201,
5292,Taipei,Taiwan,"SANJU Electric Machinery Co., Ltd.","3F., NO.5, ALY.11, LN.45,MINGSHENG W. RD., ZHONGSHAN DIST.,",+886 2 25427722,http://www.twsanju.com,10448,
5293,Sanmen,China,"Sanmen Binlong Transmission BeltCo., Ltd.","13th Fl., Commerce Bldg.Zhejiang ProvinceGaojian Industrial Area",+86 576 83313200,http://www.binlongbelt.com,317101,
5294,Taizhou,China,Sanmen Fansheng Belts Factory,Xiao Industrial Park Sanmen CountryOu Town,+86 576 83375158,http://www.cnjietong.com,317100,
5295,Taizhou,China,"Sanmen Taili Motor Co., Ltd.","Dashawan Industrial ParkLiu'ao Town, Sanmen County",+86 576 82755111,http://www.taili.tw,317109,
5296,Frankfurt,Germany,"Santander Bank, Zweigniederlassungder Santander Consumer Bank AG",Bockenheimer Landstr. 39,+49 69 27315 9904,http://www.santanderbank.de,60325,
5297,Kaunas,Lithuania,Santavilte UAB,Europos Pr. 121,+370 37 211360,http://www.santavilte.lt,46339,
5298,Gelenau,Germany,Santenberg Maschinen(Deutschland) GmbH,Gewerbepark Am Gründel 2,+49 3729 7760510,http://www.santenberg-maschinen.de,9423,
5299,Trstenik,Serbia,Sanvi d.o.o.,Istocna Radna Zona BB,+381 37 717 700,http://www.sanvi.co.rs,37240,
5300,Walldorf,Germany,SAP Deutschland SE & Co. KG,Hasso-Plattner-Ring 7,+49 6227 747474,http://www.sap.com,69190,
5301,Walldorf,Germany,SAP Deutschland SE & Co. KG,Hasso-Plattner-Ring 7,+49 6227 747474,http://www.sap.com,69190,
5302,Saonara,Italy,SapiSelco s.r.l.,via Irpinia 43,+39 049 644925,http://www.sapiselco.com,35020,
5303,Pogliano,Italy,Sapitflex Srl.,Via Lainate 20,+39 02 9396831,http://www.sapitflex.com,20010,
5304,San,Italy,Sarbo s.p.a.,Via De Marchi 30/32,+39 0438 400132,http://www.sarbo.it,31020,
5305,Lodi,Italy,SAREL S.r.l.,Via del Commercio 12/14,+39 0371 49061,http://www.sarel.it,26900,
5306,Vilnius,Lithuania,"Sargasas, UAB",Popieriaus 15,+370 52 776591,http://www.sargasas.lt,8404,
5307,1,Slovakia,SARIO p.o. Slovak Investment andTrade Development Agency,Trnavská cesta 100,+421 2 58260 100,http://www.sario.sk,821,
5308,Sisli,Turkey,SARMAK COMPRESSORS,Esentepe Mah. Kasap Sok.Altinay is Merkezi No: 10 K:2D:4,+90 212 2664430,http://www.sarmak.com,34394,
5309,"Apahida,",Romania,Sarmatec S.R.L.,Constructorilor Street 28-30,+40 264 403298,http://www.sarmatec.ro,407035,
5310,Shanghai,China,"Sassin International ElectricShanghai Co., Ltd.",No. 2588 Jinhai Road Pudong,+86 21 50219962,http://www.sassin.com,201209,
5311,Rajkot,India,Satani Forge & TurnInh. Paresh Satani,Plot No. G/560 GIdCLodhika Ind. EstateKalawad Road,+91 9825050819,http://www.sataniindustries.com,,
5312,Valsamoggia,Italy,SATI S.p.A.,Via 2 Agosto 1980 5/A,+39 051 6721655,http://www.satispa.com,40053,
5313,CASTEL,Italy,SATI GROUP S.p.A.,Via Bonazzi 24,+39 051 700321,http://www.satigroup.it,40013,
5314,Cernay,France,Satie SAS,6 rue des Indiennes,+33 389 398398,http://www.satie.fr,68700,
5315,Mühlheim,Germany,Sattler KunststoffWerk GmbH,Carl-Zeiss-Str. 5,+49 6108 7978 0,http://www.sattlerkunststoffwerk.de,63165,
5316,Jeddah,Saudi Arabia,Saudi Electrical TransformersFactory Co.,"Industrial City Zone 4, Main street 1P.O. Box  2761",+966 12 6080486,http://www.setf.com.sa,21461,
5317,Kiel,Germany,Sauer Compressors,Brauner Berg 15,+49 431 3940 0,http://www.sauercompressors.com,24159,
5318,Hammelburg,Germany,Saurer Components GmbHZweigniederlassung Hammelburg,Fuldaer Str. 19,+49 9732 87 0,http://www.bearings.temco.de,97762,
5319,Metzingen,Germany,Sauter Feinmechanik GmbH,Carl-Zeiss-Str. 7,+49 7123 926 0,http://www.sauter-feinmechanik.com,72555,
5320,Düren,Germany,Saver GmbH,Holzstr. 32,+49 2421 59181 0,http://www.saver-gmbh.com,52349,
5321,Halsbrücke,Germany,SAXONIA Galvanik GmbH,Erzstr. 5,+49 3731 782 0,http://www.saxonia-galvanik.de,9633,
5322,Dresden,Germany,Saxony Media Solutions GmbH,Bürogebäude FalkenbrunnenChemnitzer Str. 48b,+49 351 33221361,http://www.saxms.de,1187,
5323,Lahore,Pakistan,Sazgar Engineering Works Limited,"Ali Town 88Thokar Niaz Baig, Raiwind Road",+92 42 35330300  03,http://www.sazgarautos.com,54000,
5324,Jena,Germany,SBA-Trafobau Jena GmbH,Ilmstr. 18,+49 3641 4514 10,http://www.sba.de,7743,
5325,Heiligenstadt,Germany,SBA-TrafoTech GmbH,Winkelleite 14,+49 9198 809 0,http://www.sba.de,91332,
5326,Gimpo-City,"Korea, Republic of","SBB Tech Co., Ltd.","2918 Boen-Gil, Gimpo-Daero 22Wolgot-Myeon",+82 31 9884085,http://www.sbb.co.kr,10020,
5327,Bangalore,India,SBEE Cables (India) Ltd.,29 11th KM Kanakapura RoadJ.C.W. Industrial Estate,+91 80 26662172,http://www.sbeecables.in,,
5328,Schönenberg-Kübelberg,Germany,SBN Wälzlager GmbH & Co. KG,Jan-Hutzel-Weg 1,+49 6373 50080 0,http://www.sbn.de,66901,
5329,Shenzhen,China,"SBS Science & Technology Co., Ltd.",W2-B5 High-Tech Industrial Park,+86 755 26544000,http://www.sbs.com.cn,518057,
5330,Oedheim,Germany,SBV Stahltechnik GmbH,Am Willenbach 1,+49 7136 964597 0,http://www.sbv-stahl.com,74229,
5331,Prejmer,Romania,SC ELDON Romania S.R.L.,Calle Bruxelles 4Parcul Industrial Graells & Llonch,+40 268 308200,http://www.eldon.com,507165,
5332,Parre,Italy,Scame Parre S.p.A.,Via Costa Erta 15,+39 035 705000,http://www.scame.com,24020,
5333,Auetal,Germany,Scanblue Engineering AG,Altes Feld 22,+49 5752 3777 0,http://www.scanblue.com,31749,
5334,Goslar,Germany,Scandex AG,Wislicenusstr. 15,No tel_number,http://www.scandex.de,38640,
5335,Taichung,Taiwan,Scano Industrial Corp.,"NO.3, 37TH ROAD,TAICHUNG INDUSTRIAL PARK,",+886 4 23597555,http://www.scano.com,407,
5336,Albertslund,Denmark,Scanwill Fluid Power ApS,Roholmsvej 10L,+45 7 4423450,http://www.scanwill.com,2620,
5337,Odense,Denmark,Scape Technologies A/S,Kochsgade 31 C,+45 70 253113,http://www.scapetechnologies.com,5000,
5338,Villigen,Switzerland,Paul Scherrer InstitutSCCER Heat and Electricity Storage,OVGA 05,+41 56 3105396,http://www.sccer-hae.ch,5232,
5339,Ohorn,Germany,C.H. SchäferGetriebe GmbH,Hauptstr. 42,+49 35955 7210,http://www.ant-schaefer.de,1896,
5340,Schweinfurt,Germany,Schaeffler Technologies AG & Co. KG,Georg-Schäfer-Str. 30,+49 9721 91 0,http://www.schaeffler.com,97421,
5341,Schweinfurt,Germany,Schaeffler Technologies AG & Co. KG,Georg-Schäfer-Str. 30,+49 9721 91 0,http://www.schaeffler.com,97421,
5342,Wertheim,Germany,Schaller Technik GmbH,Breiter Weg 20,+49 9342 9294 0,http://www.schaller-technik.de,97877,
5343,München,Germany,Schaltbau GmbH,Hollerithstr. 5,+49 89 93005 0,http://www.schaltbau-gmbh.de,81829,
5344,Ningbo,China,"Schaumann Industry Co., Ltd.",10 Lushan RoadDaqi Beilun,+86 574 86145468,http://www.schaumann-gmbh.com,315806,
5345,Saarbrücken,Germany,Scheer GmbH,Scheer TowerUni-Campus Nord 1,+49 681 96777 0,http://www.scheer-group.com,66123,
5346,BZ,Netherlands,Scherpenzeel B.V.,Industrieweg 2,+31 228 592309,http://www.scherpenzeelbv.nl,1619,
5347,Aurolzmünster,Austria,SCHEUCH GmbH,Weierfing 68,+43 7752 905 0,http://www.scheuch.com,4971,
5348,Lichtensteig,Switzerland,Fritz Schiess AGFeinschnitt-Stanzwerk,Floozstrasse,+41 71 98767 67,http://www.fschiess.com,9630,
5349,Murr,Germany,Schildknecht AG,Haugweg 26,+49 7144 89718 0,http://www.schildknecht.ag,71711,
5350,Adelsheim,Germany,Josef Schimmel Adelsheim GmbH,Industriestr. 4,+49 6291 6209 0,http://www.schimmel-adelsheim.de,74740,
5351,Berlin,Germany,Schindler Group,Schindler Platz,+49 30 7029 2278,http://www.schindler.com,12105,
5352,Dürmentingen,Germany,Georg Schlegel GmbH & Co. KG,Kapellenweg 4,+49 7371 502 0,http://www.schlegel.biz,88525,
5353,Hemer,Germany,Schleich GmbH,An der Schleuse 11,+49 2372 9498 0,http://www.schleich.com,58675,
5354,Mengen,Germany,Schlösser GmbH & Co. KG,Wilhelmstr. 8,+49 7572 606 0,http://www.schloesser-dichtungen.de,88512,
5355,Tübingen,Germany,Schmalenberger GmbH & Co. KG,Im Schelmen 9-11,+49 7071 7008 0,http://www.schmalenberger.de,72072,
5356,Ganderkesee,Germany,Schmalriede-Zink GmbH & Co.KG,Handelsstr. 3-5,+49 4222 9454 0,http://www.schmalriede.de,27777,
5357,Glatten,Germany,J. Schmalz GmbH,Johannes-Schmalz-Str. 1,+49 7443 2403 0,http://www.schmalz.com,72293,
5358,Glatten,Germany,J. Schmalz GmbH,Johannes-Schmalz-Str. 1,+49 7443 2403 0,http://www.schmalz.com,72293,
5359,Glatten,Germany,J. Schmalz GmbH,Johannes-Schmalz-Str. 1,+49 7443 2403 0,http://www.schmalz.com,72293,
5360,Raesfeld,Germany,Schmeing GmbH & Co. KG,Ostring 26,+49 2865 909 0,http://www.smg-plastics.de,46348,
5361,St.,Germany,SCHMIDT Technology GmbH,Feldbergstr. 1,+49 7724 899 0,http://www.schmidt-sensoren.de/,78112,
5362,Dippoldiswalde,Germany,Schmiedeberger Gießerei GmbH,Altenberger Str. 59a,+49 35052 2130,http://www.schmie-guss.de,1744,
5363,Fronreute,Germany,Schmieder Übersetzungen GmbH,Schussenstr. 14,+49 750 29449 260,http://www.schmiedergmbh.de,88273,
5364,Hedingen,Switzerland,Schmiedewerk Stooss AG,Maienbrunnenstrasse 8,+41 43 322 6240,http://www.stooss.com,8908,
5365,Hammelburg,Germany,Schmitter Hydraulik GmbH,Am Stöckleinsbrunnen 1,+49 9732 888 0,http://www.schmitter-hydraulik.de,97762,
